 # Normalized spectrum: k_eta, E_norm, E_pope_norm
 # Columns: k_eta, normalized_simulated_spectrum, normalized_pope_spectrum
  0.13793574E-01  0.15263266E+03  0.29896029E+02
  0.27587147E-01  0.15893528E+04  0.72643616E+02
  0.41380722E-01  0.21855159E+03  0.88573807E+02
  0.55174295E-01  0.17454251E+03  0.85221252E+02
  0.68967871E-01  0.16879031E+03  0.75167221E+02
  0.82761444E-01  0.12349416E+03  0.64372185E+02
  0.96555024E-01  0.10477794E+03  0.54775684E+02
  0.11034859E+00  0.83400154E+02  0.46747978E+02
  0.12414216E+00  0.83937180E+02  0.40158318E+02
  0.13793574E+00  0.60356068E+02  0.34760166E+02
  0.15172932E+00  0.49341393E+02  0.30314640E+02
  0.16552289E+00  0.45283333E+02  0.26622389E+02
  0.17931646E+00  0.39055542E+02  0.23525658E+02
  0.19311005E+00  0.34031322E+02  0.20902168E+02
  0.20690361E+00  0.26049282E+02  0.18657549E+02
  0.22069718E+00  0.24616058E+02  0.16718998E+02
  0.23449077E+00  0.20907600E+02  0.15030111E+02
  0.24828433E+00  0.17672886E+02  0.13546946E+02
  0.26207790E+00  0.14756124E+02  0.12235111E+02
  0.27587149E+00  0.13171178E+02  0.11067498E+02
  0.28966507E+00  0.11708266E+02  0.10022645E+02
  0.30345863E+00  0.95670328E+01  0.90834208E+01
  0.31725219E+00  0.86478710E+01  0.82360582E+01
  0.33104578E+00  0.74354467E+01  0.74693975E+01
  0.34483933E+00  0.67255707E+01  0.67742825E+01
  0.35863292E+00  0.57760134E+01  0.61431131E+01
  0.37242651E+00  0.49656124E+01  0.55694842E+01
  0.38622010E+00  0.44335456E+01  0.50479112E+01
  0.40001363E+00  0.39584725E+01  0.45736384E+01
  0.41380721E+00  0.34499924E+01  0.41424575E+01
  0.42760080E+00  0.30206773E+01  0.37506113E+01
  0.44139436E+00  0.26171854E+01  0.33947101E+01
  0.45518795E+00  0.24272184E+01  0.30716538E+01
  0.46898153E+00  0.21374998E+01  0.27786112E+01
  0.48277512E+00  0.18517232E+01  0.25129716E+01
  0.49656865E+00  0.16905112E+01  0.22723272E+01
  0.51036221E+00  0.14780222E+01  0.20544598E+01
  0.52415580E+00  0.13226477E+01  0.18573215E+01
  0.53794938E+00  0.11382494E+01  0.16790276E+01
  0.55174297E+00  0.10648817E+01  0.15178454E+01
  0.56553650E+00  0.96001303E+00  0.13721844E+01
  0.57933015E+00  0.83046103E+00  0.12405870E+01
  0.59312367E+00  0.75498509E+00  0.11217245E+01
  0.60691726E+00  0.66333652E+00  0.10143803E+01
  0.62071085E+00  0.62060875E+00  0.91744965E+00
  0.63450438E+00  0.53900725E+00  0.82992762E+00
  0.64829797E+00  0.48426253E+00  0.75090045E+00
  0.66209155E+00  0.44517455E+00  0.67954266E+00
  0.67588514E+00  0.40162155E+00  0.61510438E+00
  0.68967867E+00  0.36181444E+00  0.55690938E+00
  0.70347232E+00  0.31868473E+00  0.50434446E+00
  0.71726584E+00  0.29345971E+00  0.45685846E+00
  0.73105937E+00  0.26478586E+00  0.41395223E+00
  0.74485302E+00  0.23607929E+00  0.37517589E+00
  0.75864655E+00  0.21498933E+00  0.34012470E+00
  0.77244020E+00  0.19456847E+00  0.30843276E+00
  0.78623372E+00  0.17914294E+00  0.27977178E+00
  0.80002725E+00  0.15997984E+00  0.25384453E+00
  0.81382090E+00  0.14409587E+00  0.23038408E+00
  0.82761443E+00  0.13273771E+00  0.20915008E+00
  0.84140801E+00  0.11982008E+00  0.18992588E+00
  0.85520160E+00  0.10965623E+00  0.17251627E+00
  0.86899519E+00  0.97570144E-01  0.15674546E+00
  0.88278872E+00  0.91092527E-01  0.14245512E+00
  0.89658231E+00  0.83598845E-01  0.12950251E+00
  0.91037589E+00  0.74334644E-01  0.11775894E+00
  0.92416942E+00  0.68870842E-01  0.10710863E+00
  0.93796307E+00  0.61691187E-01  0.97446844E-01
  0.95175660E+00  0.57553757E-01  0.88679463E-01
  0.96555024E+00  0.51410664E-01  0.80721281E-01
  0.97934377E+00  0.46554133E-01  0.73495753E-01
  0.99313730E+00  0.43666709E-01  0.66933490E-01
  0.10069309E+01  0.39141309E-01  0.60971901E-01
  0.10207244E+01  0.36735568E-01  0.55554595E-01
  0.10345181E+01  0.32621294E-01  0.50630536E-01
  0.10483116E+01  0.30350395E-01  0.46153646E-01
  0.10621052E+01  0.27811863E-01  0.42082179E-01
  0.10758988E+01  0.25069008E-01  0.38378455E-01
  0.10896924E+01  0.23234669E-01  0.35008427E-01
  0.11034859E+01  0.21046523E-01  0.31941235E-01
  0.11172795E+01  0.19705733E-01  0.29149007E-01
  0.11310730E+01  0.17887779E-01  0.26606437E-01
  0.11448667E+01  0.16364489E-01  0.24290612E-01
  0.11586603E+01  0.14908667E-01  0.22180872E-01
  0.11724538E+01  0.13903975E-01  0.20258402E-01
  0.11862473E+01  0.12726744E-01  0.18506158E-01
  0.12000409E+01  0.11530246E-01  0.16908724E-01
  0.12138345E+01  0.10669998E-01  0.15452094E-01
  0.12276281E+01  0.97914273E-02  0.14123569E-01
  0.12414217E+01  0.91094598E-02  0.12911616E-01
  0.12552153E+01  0.81601162E-02  0.11805774E-01
  0.12690088E+01  0.76183332E-02  0.10796550E-01
  0.12828023E+01  0.70135938E-02  0.98753069E-02
  0.12965959E+01  0.64315116E-02  0.90342006E-02
  0.13103896E+01  0.58916942E-02  0.82661072E-02
  0.13241831E+01  0.54790694E-02  0.75645735E-02
  0.13379767E+01  0.50775069E-02  0.69236918E-02
  0.13517703E+01  0.47289147E-02  0.63381051E-02
  0.13655638E+01  0.42190263E-02  0.58029601E-02
  0.13793573E+01  0.39310073E-02  0.53138053E-02
  0.13931510E+01  0.36190082E-02  0.48666159E-02
  0.14069446E+01  0.33321602E-02  0.44577233E-02
  0.14207381E+01  0.30641430E-02  0.40837857E-02
  0.14345317E+01  0.27859523E-02  0.37417475E-02
  0.14483253E+01  0.26553902E-02  0.34288394E-02
  0.14621187E+01  0.23985391E-02  0.31425371E-02
  0.14759125E+01  0.22227571E-02  0.28805290E-02
  0.14897060E+01  0.20356225E-02  0.26407216E-02
  0.15034995E+01  0.19067556E-02  0.24212005E-02
  0.15172931E+01  0.17381734E-02  0.22202132E-02
  0.15310867E+01  0.16018208E-02  0.20361713E-02
  0.15448804E+01  0.14908037E-02  0.18676178E-02
  0.15586739E+01  0.13736734E-02  0.17132318E-02
  0.15724674E+01  0.12767870E-02  0.15717986E-02
  0.15862610E+01  0.11575243E-02  0.14422130E-02
  0.16000545E+01  0.10865038E-02  0.13234690E-02
  0.16138481E+01  0.10032827E-02  0.12146417E-02
  0.16276418E+01  0.91855595E-03  0.11148899E-02
  0.16414354E+01  0.84704516E-03  0.10234463E-02
  0.16552289E+01  0.79237408E-03  0.93960721E-03
  0.16690224E+01  0.72888366E-03  0.86273055E-03
  0.16828160E+01  0.67172915E-03  0.79222885E-03
  0.16966095E+01  0.62079041E-03  0.72756538E-03
  0.17104032E+01  0.57254988E-03  0.66824892E-03
  0.17241968E+01  0.53070503E-03  0.61383221E-03
  0.17379904E+01  0.48705412E-03  0.56390389E-03
  0.17517838E+01  0.45079150E-03  0.51808852E-03
  0.17655774E+01  0.41654054E-03  0.47604222E-03
  0.17793711E+01  0.38808497E-03  0.43745019E-03
  0.17931646E+01  0.35520151E-03  0.40202602E-03
  0.18069582E+01  0.32664614E-03  0.36950485E-03
  0.18207518E+01  0.30668310E-03  0.33964566E-03
  0.18345454E+01  0.27818469E-03  0.31222822E-03
  0.18483388E+01  0.25890974E-03  0.28705024E-03
  0.18621325E+01  0.23637251E-03  0.26392555E-03
  0.18759261E+01  0.21921075E-03  0.24268533E-03
  0.18897196E+01  0.20376049E-03  0.22317402E-03
  0.19035132E+01  0.18496138E-03  0.20524854E-03
  0.19173068E+01  0.17072909E-03  0.18877884E-03
  0.19311005E+01  0.15783768E-03  0.17364508E-03
  0.19448940E+01  0.14532988E-03  0.15973780E-03
  0.19586875E+01  0.13470883E-03  0.14695623E-03
  0.19724811E+01  0.12218207E-03  0.13520812E-03
  0.19862746E+01  0.11298471E-03  0.12440898E-03
  0.20000682E+01  0.10434813E-03  0.11448129E-03
  0.20138619E+01  0.95554155E-04  0.10535378E-03
  0.20276554E+01  0.87869397E-04  0.96961579E-04
  0.20414488E+01  0.80566380E-04  0.89244357E-04
  0.20552425E+01  0.74192772E-04  0.82147402E-04
  0.20690362E+01  0.67880312E-04  0.75620366E-04
  0.20828297E+01  0.61851730E-04  0.69617039E-04
  0.20966232E+01  0.56618534E-04  0.64094791E-04
  0.21104169E+01  0.52177937E-04  0.59014706E-04
  0.21242104E+01  0.47759280E-04  0.54341021E-04
  0.21380041E+01  0.43400625E-04  0.50040842E-04
  0.21517975E+01  0.40031580E-04  0.46084177E-04
  0.21655912E+01  0.36778129E-04  0.42443051E-04
  0.21793847E+01  0.33375305E-04  0.39092298E-04
  0.21931782E+01  0.30328654E-04  0.36008438E-04
  0.22069719E+01  0.27895447E-04  0.33169876E-04
  0.22207654E+01  0.25764490E-04  0.30557097E-04
  0.22345591E+01  0.23214607E-04  0.28151851E-04
  0.22483525E+01  0.21314296E-04  0.25937568E-04
  0.22621460E+01  0.19288414E-04  0.23898921E-04
  0.22759397E+01  0.17851173E-04  0.22021819E-04
  0.22897334E+01  0.16121778E-04  0.20293333E-04
  0.23035269E+01  0.14826940E-04  0.18701663E-04
  0.23173206E+01  0.13583984E-04  0.17235840E-04
  0.23311141E+01  0.12354792E-04  0.15885827E-04
  0.23449075E+01  0.11385051E-04  0.14642400E-04
  0.23587010E+01  0.10261934E-04  0.13497041E-04
  0.23724947E+01  0.94458110E-05  0.12441958E-04
  0.23862884E+01  0.86422397E-05  0.11470003E-04
  0.24000819E+01  0.79273750E-05  0.10574568E-04
  0.24138756E+01  0.71699342E-05  0.97495385E-05
  0.24276690E+01  0.66373477E-05  0.89893747E-05
  0.24414625E+01  0.60520674E-05  0.82889183E-05
  0.24552562E+01  0.55891237E-05  0.76434335E-05
  0.24690497E+01  0.50934709E-05  0.70485821E-05
  0.24828434E+01  0.46863693E-05  0.65003533E-05
  0.24966369E+01  0.43138134E-05  0.59950662E-05
  0.25104306E+01  0.39256652E-05  0.55293399E-05
  0.25242243E+01  0.35801206E-05  0.51000325E-05
  0.25380175E+01  0.32863109E-05  0.47043136E-05
  0.25518112E+01  0.30306117E-05  0.43394853E-05
  0.25656047E+01  0.27613883E-05  0.40031541E-05
  0.25793984E+01  0.25424356E-05  0.36930578E-05
  0.25931919E+01  0.23161053E-05  0.34071475E-05
  0.26069856E+01  0.21279757E-05  0.31435131E-05
  0.26207793E+01  0.19294985E-05  0.29004102E-05
  0.26345725E+01  0.17793367E-05  0.26762370E-05
  0.26483662E+01  0.16375811E-05  0.24694978E-05
  0.26621597E+01  0.14814913E-05  0.22788302E-05
  0.26759534E+01  0.13666917E-05  0.21029753E-05
  0.26897471E+01  0.12384312E-05  0.19407767E-05
  0.27035406E+01  0.11432368E-05  0.17911663E-05
  0.27173343E+01  0.10384447E-05  0.16531582E-05
  0.27311275E+01  0.94616070E-06  0.15258530E-05
  0.27449212E+01  0.86055127E-06  0.14084048E-05
  0.27587147E+01  0.78347085E-06  0.13000548E-05
  0.27725084E+01  0.71432163E-06  0.12000853E-05
  0.27863021E+01  0.65389617E-06  0.11078502E-05
  0.28000956E+01  0.59108061E-06  0.10227474E-05
  0.28138893E+01  0.54007734E-06  0.94421569E-06
  0.28276825E+01  0.49258523E-06  0.87175351E-06
  0.28414762E+01  0.44005895E-06  0.80488059E-06
  0.28552699E+01  0.40696591E-06  0.74316620E-06
  0.28690634E+01  0.36842721E-06  0.68621176E-06
  0.28828571E+01  0.33465366E-06  0.63364422E-06
  0.28966506E+01  0.30459722E-06  0.58512785E-06
  0.29104443E+01  0.27336691E-06  0.54034484E-06
  0.29242375E+01  0.24972525E-06  0.49900945E-06
  0.29380312E+01  0.22602539E-06  0.46085165E-06
  0.29518249E+01  0.20458714E-06  0.42562792E-06
  0.29656184E+01  0.18517787E-06  0.39311016E-06
  0.29794121E+01  0.16944806E-06  0.36308950E-06
  0.29932058E+01  0.15225784E-06  0.33537313E-06
  0.30069990E+01  0.13796941E-06  0.30978467E-06
  0.30207927E+01  0.12534724E-06  0.28615713E-06
  0.30345862E+01  0.11267272E-06  0.26434159E-06
  0.30483799E+01  0.10302493E-06  0.24419697E-06
  0.30621734E+01  0.91828298E-07  0.22559554E-06
  0.30759671E+01  0.83698815E-07  0.20841753E-06
  0.30897608E+01  0.75051695E-07  0.19255400E-06
  0.31035540E+01  0.68895332E-07  0.17790437E-06
  0.31173477E+01  0.61392058E-07  0.16437419E-06
  0.31311412E+01  0.55936191E-07  0.15187821E-06
  0.31449349E+01  0.50280896E-07  0.14033621E-06
  0.31587286E+01  0.45475971E-07  0.12967567E-06
  0.31725221E+01  0.41179899E-07  0.11982884E-06
  0.31863158E+01  0.36675495E-07  0.11073310E-06
  0.32001090E+01  0.33744676E-07  0.10233118E-06
  0.32139027E+01  0.30393366E-07  0.94569501E-07
  0.32276962E+01  0.27418654E-07  0.87399243E-07
  0.32414899E+01  0.24527512E-07  0.80774953E-07
  0.32552836E+01  0.22243251E-07  0.74654963E-07
  0.32690771E+01  0.20109773E-07  0.69000833E-07
  0.32828708E+01  0.18241446E-07  0.63776639E-07
  0.32966640E+01  0.16450871E-07  0.58949958E-07
  0.33104577E+01  0.14907513E-07  0.54489938E-07
  0.33242514E+01  0.13489636E-07  0.50368850E-07
  0.33380449E+01  0.12093389E-07  0.46560771E-07
  0.33518386E+01  0.10955292E-07  0.43041783E-07
  0.33656321E+01  0.99571169E-08  0.39789953E-07
  0.33794258E+01  0.90082262E-08  0.36784726E-07
  0.33932190E+01  0.81310318E-08  0.34007524E-07
  0.34070127E+01  0.73637567E-08  0.31440759E-07
  0.34208064E+01  0.67019736E-08  0.29068527E-07
  0.34345999E+01  0.60689733E-08  0.26876076E-07
  0.34483936E+01  0.55155613E-08  0.24849591E-07
  0.34621871E+01  0.49676285E-08  0.22976518E-07
  0.34759808E+01  0.45837139E-08  0.21245192E-07
  0.34897742E+01  0.41260702E-08  0.19644839E-07
  0.35035677E+01  0.37806078E-08  0.18165528E-07
  0.35173614E+01  0.34188667E-08  0.16798014E-07
  0.35311549E+01  0.31404301E-08  0.15533839E-07
