iter,tau_e,Re_B,Re_T,Re_L,lambda_t,eta_cell,eta_domain,kmax_eta_cell,kmax_eta_domain,L_TKE,ils,eps0,TKE,u_rms,frac_x,frac_y,frac_z
129000,  2.519902E+03,  5.236500E+02,  7.337289E+01,  1.547509E+02,  1.793513E+01,  1.063932E+00,  5.222564E-02,  3.342441E+00,  3.342441E+00,  1.611705E+02,  3.782700E+01,  3.855727E-08,  3.380087E-04,  1.501130E-02,  2.788203E-01,  3.812849E-01,  3.398948E-01
130000,  2.473096E+03,  5.301914E+02,  7.252386E+01,  1.556946E+02,  1.750887E+01,  1.044708E+00,  5.128198E-02,  3.282047E+00,  3.282047E+00,  1.555195E+02,  3.758814E+01,  4.147455E-08,  3.465062E-04,  1.519882E-02,  2.846846E-01,  3.607431E-01,  3.545724E-01
131000,  2.405035E+03,  5.333256E+02,  7.125047E+01,  1.532052E+02,  1.710036E+01,  1.029410E+00,  5.053106E-02,  3.233988E+00,  3.233988E+00,  1.492240E+02,  3.676979E+01,  4.399541E-08,  3.506151E-04,  1.528867E-02,  2.913125E-01,  3.643356E-01,  3.443519E-01
132000,  2.373220E+03,  5.346745E+02,  7.041872E+01,  1.519442E+02,  1.685810E+01,  1.020802E+00,  5.010853E-02,  3.206946E+00,  3.206946E+00,  1.453926E+02,  3.637514E+01,  4.549823E-08,  3.523908E-04,  1.532734E-02,  2.943062E-01,  3.709105E-01,  3.347833E-01
133000,  2.353146E+03,  5.373907E+02,  6.982139E+01,  1.521936E+02,  1.663062E+01,  1.011326E+00,  4.964335E-02,  3.177175E+00,  3.177175E+00,  1.422140E+02,  3.625068E+01,  4.722768E-08,  3.559803E-04,  1.540520E-02,  3.052642E-01,  4.069681E-01,  2.877677E-01
134000,  2.356708E+03,  5.409033E+02,  7.023901E+01,  1.544231E+02,  1.662144E+01,  1.007759E+00,  4.946827E-02,  3.165969E+00,  3.165969E+00,  1.429857E+02,  3.654286E+01,  4.789988E-08,  3.606491E-04,  1.550589E-02,  2.986977E-01,  4.134278E-01,  2.878744E-01
135000,  2.335050E+03,  5.426129E+02,  6.988877E+01,  1.539727E+02,  1.648646E+01,  1.002076E+00,  4.918931E-02,  3.148116E+00,  3.148116E+00,  1.411173E+02,  3.632148E+01,  4.899575E-08,  3.629324E-04,  1.555490E-02,  2.790749E-01,  3.890367E-01,  3.318885E-01
136000,  2.294683E+03,  5.389963E+02,  6.672348E+01,  1.493006E+02,  1.584539E+01,  9.856909E-01,  4.838499E-02,  3.096639E+00,  3.096639E+00,  1.294873E+02,  3.545567E+01,  5.233576E-08,  3.581106E-04,  1.545123E-02,  2.818170E-01,  3.496056E-01,  3.685774E-01
137000,  2.275306E+03,  5.295845E+02,  6.321775E+01,  1.429150E+02,  1.527966E+01,  9.764981E-01,  4.793374E-02,  3.067759E+00,  3.067759E+00,  1.183037E+02,  3.454239E+01,  5.433454E-08,  3.457135E-04,  1.518142E-02,  2.841077E-01,  3.297684E-01,  3.861239E-01
138000,  2.263281E+03,  5.166377E+02,  6.035634E+01,  1.352938E+02,  1.495364E+01,  9.780533E-01,  4.801008E-02,  3.072645E+00,  3.072645E+00,  1.105389E+02,  3.351982E+01,  5.398977E-08,  3.290166E-04,  1.481028E-02,  2.993684E-01,  3.357438E-01,  3.648878E-01
