iter,tau_e,Re_B,Re_T,Re_L,lambda_t,eta_cell,eta_domain,kmax_eta_cell,kmax_eta_domain,L_TKE,ils,eps0,TKE,u_rms,frac_x,frac_y,frac_z
100000,  2.620424E+03,  3.075384E+02,  3.341405E+01,  5.550569E+01,  1.390720E+01,  1.222510E+00,  6.000982E-02,  3.840628E+00,  3.840628E+00,  5.691342E+01,  2.310192E+01,  2.211831E-08,  1.165854E-04,  8.816101E-03,  3.538298E-01,  3.259095E-01,  3.202607E-01
101000,  2.681967E+03,  3.060078E+02,  3.381472E+01,  5.624522E+01,  1.414436E+01,  1.235969E+00,  6.067047E-02,  3.882910E+00,  3.882910E+00,  5.857800E+01,  2.352681E+01,  2.117052E-08,  1.154279E-04,  8.772224E-03,  3.668138E-01,  3.145154E-01,  3.186707E-01
102000,  2.715154E+03,  3.057861E+02,  3.423845E+01,  5.685872E+01,  1.433198E+01,  1.244590E+00,  6.109369E-02,  3.909996E+00,  3.909996E+00,  6.009882E+01,  2.380068E+01,  2.058997E-08,  1.152607E-04,  8.765868E-03,  3.682863E-01,  3.096800E-01,  3.220337E-01
103000,  2.693873E+03,  3.068003E+02,  3.456144E+01,  5.678791E+01,  1.441936E+01,  1.246314E+00,  6.117828E-02,  3.915410E+00,  3.915410E+00,  6.103565E+01,  2.369246E+01,  2.047633E-08,  1.160265E-04,  8.794941E-03,  3.501919E-01,  3.238758E-01,  3.259323E-01
104000,  2.639260E+03,  3.087606E+02,  3.495800E+01,  5.634990E+01,  1.449221E+01,  1.245485E+00,  6.113761E-02,  3.912807E+00,  3.912807E+00,  6.204786E+01,  2.336045E+01,  2.053087E-08,  1.175139E-04,  8.851138E-03,  3.320372E-01,  3.399077E-01,  3.280550E-01
105000,  2.591257E+03,  3.110051E+02,  3.514330E+01,  5.613227E+01,  1.446389E+01,  1.239769E+00,  6.085704E-02,  3.894851E+00,  3.894851E+00,  6.225484E+01,  2.310229E+01,  2.091211E-08,  1.192287E-04,  8.915479E-03,  3.195143E-01,  3.464201E-01,  3.340656E-01
106000,  2.584521E+03,  3.126197E+02,  3.505523E+01,  5.656918E+01,  1.435313E+01,  1.231820E+00,  6.046682E-02,  3.869877E+00,  3.869877E+00,  6.162329E+01,  2.316187E+01,  2.145717E-08,  1.204698E-04,  8.961764E-03,  3.071715E-01,  3.547731E-01,  3.380555E-01
107000,  2.613354E+03,  3.145738E+02,  3.572475E+01,  5.791758E+01,  1.453640E+01,  1.235803E+00,  6.066234E-02,  3.882390E+00,  3.882390E+00,  6.360210E+01,  2.356665E+01,  2.118188E-08,  1.219806E-04,  9.017781E-03,  3.000051E-01,  3.534624E-01,  3.465325E-01
108000,  2.625746E+03,  3.179182E+02,  3.697194E+01,  5.943616E+01,  1.488562E+01,  1.243964E+00,  6.106295E-02,  3.908029E+00,  3.908029E+00,  6.740387E+01,  2.393014E+01,  2.063146E-08,  1.245881E-04,  9.113655E-03,  2.918434E-01,  3.469349E-01,  3.612217E-01
109000,  2.601540E+03,  3.221734E+02,  3.814121E+01,  6.047517E+01,  1.515356E+01,  1.246794E+00,  6.120186E-02,  3.916919E+00,  3.916919E+00,  7.078721E+01,  2.402688E+01,  2.044479E-08,  1.279455E-04,  9.235637E-03,  2.855175E-01,  3.477446E-01,  3.667378E-01
110000,  2.546756E+03,  3.260580E+02,  3.842002E+01,  6.063794E+01,  1.508248E+01,  1.236434E+00,  6.069333E-02,  3.884373E+00,  3.884373E+00,  7.097020E+01,  2.380452E+01,  2.113864E-08,  1.310495E-04,  9.346996E-03,  2.952601E-01,  3.519916E-01,  3.527482E-01
111000,  2.518553E+03,  3.288444E+02,  3.818530E+01,  6.099569E+01,  1.486332E+01,  1.222207E+00,  5.999496E-02,  3.839677E+00,  3.839677E+00,  6.951163E+01,  2.374208E+01,  2.214024E-08,  1.332989E-04,  9.426872E-03,  3.074344E-01,  3.588735E-01,  3.336921E-01
112000,  2.526950E+03,  3.311497E+02,  3.818509E+01,  6.206013E+01,  1.475976E+01,  1.213695E+00,  5.957713E-02,  3.812936E+00,  3.812936E+00,  6.902696E+01,  2.398823E+01,  2.276789E-08,  1.351744E-04,  9.492959E-03,  3.232155E-01,  3.590405E-01,  3.177440E-01
113000,  2.530546E+03,  3.335891E+02,  3.851397E+01,  6.306742E+01,  1.477803E+01,  1.209998E+00,  5.939562E-02,  3.801319E+00,  3.801319E+00,  6.970763E+01,  2.419932E+01,  2.304749E-08,  1.371732E-04,  9.562887E-03,  3.370635E-01,  3.600220E-01,  3.029145E-01
114000,  2.496170E+03,  3.364256E+02,  3.866079E+01,  6.327318E+01,  1.470929E+01,  1.202080E+00,  5.900697E-02,  3.776446E+00,  3.776446E+00,  6.964788E+01,  2.407357E+01,  2.366072E-08,  1.395159E-04,  9.644202E-03,  3.516215E-01,  3.657436E-01,  2.826349E-01
115000,  2.443559E+03,  3.391796E+02,  3.878314E+01,  6.295779E+01,  1.463603E+01,  1.194205E+00,  5.862042E-02,  3.751707E+00,  3.751707E+00,  6.952034E+01,  2.375909E+01,  2.429101E-08,  1.418094E-04,  9.723147E-03,  3.715524E-01,  3.663534E-01,  2.620941E-01
116000,  2.412399E+03,  3.413579E+02,  3.870676E+01,  6.295588E+01,  1.451399E+01,  1.185416E+00,  5.818895E-02,  3.724093E+00,  3.724093E+00,  6.880486E+01,  2.360676E+01,  2.501953E-08,  1.436367E-04,  9.785593E-03,  3.854805E-01,  3.670179E-01,  2.475015E-01
117000,  2.393097E+03,  3.431068E+02,  3.915478E+01,  6.309373E+01,  1.460715E+01,  1.186179E+00,  5.822642E-02,  3.726491E+00,  3.726491E+00,  7.004802E+01,  2.353785E+01,  2.495518E-08,  1.451123E-04,  9.835728E-03,  3.822064E-01,  3.684826E-01,  2.493111E-01
118000,  2.373686E+03,  3.441585E+02,  3.935627E+01,  6.296619E+01,  1.463745E+01,  1.185593E+00,  5.819766E-02,  3.724650E+00,  3.724650E+00,  7.055453E+01,  2.341849E+01,  2.500455E-08,  1.460033E-04,  9.865877E-03,  3.614597E-01,  3.771541E-01,  2.613862E-01
119000,  2.354569E+03,  3.428251E+02,  3.834919E+01,  6.197606E+01,  1.431837E+01,  1.174878E+00,  5.767167E-02,  3.690987E+00,  3.690987E+00,  6.725047E+01,  2.313989E+01,  2.592932E-08,  1.448742E-04,  9.827653E-03,  3.396201E-01,  3.846931E-01,  2.756868E-01
120000,  2.362876E+03,  3.379041E+02,  3.660488E+01,  6.042200E+01,  1.386614E+01,  1.164563E+00,  5.716537E-02,  3.658584E+00,  3.658584E+00,  6.216416E+01,  2.288820E+01,  2.686017E-08,  1.407449E-04,  9.686585E-03,  3.269478E-01,  3.766061E-01,  2.964461E-01
121000,  2.401948E+03,  3.299261E+02,  3.488005E+01,  5.855502E+01,  1.353226E+01,  1.164284E+00,  5.715166E-02,  3.657706E+00,  3.657706E+00,  5.780867E+01,  2.271734E+01,  2.688597E-08,  1.341773E-04,  9.457882E-03,  3.199437E-01,  3.650322E-01,  3.150240E-01
122000,  2.478944E+03,  3.213784E+02,  3.380574E+01,  5.734126E+01,  1.346430E+01,  1.176700E+00,  5.776113E-02,  3.696712E+00,  3.696712E+00,  5.574679E+01,  2.283813E+01,  2.576906E-08,  1.273148E-04,  9.212847E-03,  3.136470E-01,  3.576635E-01,  3.286895E-01
123000,  2.589903E+03,  3.144923E+02,  3.326853E+01,  5.736813E+01,  1.354046E+01,  1.192872E+00,  5.855498E-02,  3.747519E+00,  3.747519E+00,  5.517124E+01,  2.334913E+01,  2.439977E-08,  1.219174E-04,  9.015446E-03,  2.963856E-01,  3.542485E-01,  3.493659E-01
124000,  2.697310E+03,  3.098237E+02,  3.322366E+01,  5.798655E+01,  1.372596E+01,  1.210030E+00,  5.939723E-02,  3.801423E+00,  3.801423E+00,  5.585163E+01,  2.395646E+01,  2.304498E-08,  1.183245E-04,  8.881612E-03,  2.751690E-01,  3.503695E-01,  3.744616E-01
125000,  2.752998E+03,  3.078075E+02,  3.398165E+01,  5.841596E+01,  1.413108E+01,  1.231772E+00,  6.046445E-02,  3.869725E+00,  3.869725E+00,  5.881191E+01,  2.429194E+01,  2.146055E-08,  1.167896E-04,  8.823816E-03,  2.637161E-01,  3.484629E-01,  3.878209E-01
126000,  2.741044E+03,  3.089567E+02,  3.524421E+01,  5.859740E+01,  1.460159E+01,  1.249780E+00,  6.134842E-02,  3.926299E+00,  3.926299E+00,  6.302800E+01,  2.427676E+01,  2.025012E-08,  1.176632E-04,  8.856758E-03,  2.589820E-01,  3.561972E-01,  3.848208E-01
127000,  2.694685E+03,  3.122646E+02,  3.602700E+01,  5.884652E+01,  1.476778E+01,  1.250197E+00,  6.136889E-02,  3.927609E+00,  3.927609E+00,  6.516118E+01,  2.412170E+01,  2.022311E-08,  1.201963E-04,  8.951586E-03,  2.666777E-01,  3.590923E-01,  3.742299E-01
