iter,tau_e,Re_B,Re_T,Re_L,lambda_t,eta_cell,eta_domain,kmax_eta_cell,kmax_eta_domain,L_TKE,ils,eps0,TKE,u_rms,frac_x,frac_y,frac_z
145000,  1.084789E+03,  4.715947E+02,  4.874659E+01,  8.104787E+01,  6.615388E+00,  4.814602E-01,  4.726725E-02,  1.512552E+00,  1.512552E+00,  3.949528E+01,  1.099899E+01,  4.848571E-08,  1.542077E-04,  1.013929E-02,  3.109525E-01,  3.722383E-01,  3.168092E-01
146000,  1.113356E+03,  4.648948E+02,  4.674328E+01,  8.083544E+01,  6.434939E+00,  4.782578E-01,  4.695285E-02,  1.502491E+00,  1.502491E+00,  3.683913E+01,  1.112825E+01,  4.979745E-08,  1.498572E-04,  9.995239E-03,  3.094298E-01,  3.839012E-01,  3.066690E-01
147000,  1.178278E+03,  4.479656E+02,  4.483213E+01,  7.943200E+01,  6.405083E+00,  4.860794E-01,  4.772073E-02,  1.527063E+00,  1.527063E+00,  3.516897E+01,  1.134830E+01,  4.666878E-08,  1.391417E-04,  9.631260E-03,  3.144746E-01,  4.009391E-01,  2.845864E-01
148000,  1.265775E+03,  4.280479E+02,  4.293823E+01,  7.791113E+01,  6.419952E+00,  4.978367E-01,  4.887500E-02,  1.564000E+00,  1.564000E+00,  3.376149E+01,  1.164896E+01,  4.241385E-08,  1.270436E-04,  9.203029E-03,  3.257610E-01,  3.739694E-01,  3.002697E-01
149000,  1.307004E+03,  4.136950E+02,  4.244519E+01,  7.514426E+01,  6.566412E+00,  5.121428E-01,  5.027951E-02,  1.608944E+00,  1.608944E+00,  3.413519E+01,  1.162507E+01,  3.786961E-08,  1.186667E-04,  8.894443E-03,  3.394199E-01,  3.294475E-01,  3.311327E-01
150000,  1.325456E+03,  4.068650E+02,  4.248192E+01,  7.370968E+01,  6.682420E+00,  5.209654E-01,  5.114566E-02,  1.636661E+00,  1.636661E+00,  3.476830E+01,  1.159456E+01,  3.536876E-08,  1.147807E-04,  8.747597E-03,  3.440187E-01,  3.000369E-01,  3.559444E-01
151000,  1.314877E+03,  4.101175E+02,  4.371437E+01,  7.429510E+01,  6.821752E+00,  5.242772E-01,  5.147080E-02,  1.647066E+00,  1.647066E+00,  3.652295E+01,  1.159396E+01,  3.448350E-08,  1.166232E-04,  8.817527E-03,  3.622234E-01,  2.923327E-01,  3.454439E-01
152000,  1.278515E+03,  4.199538E+02,  4.542810E+01,  7.574734E+01,  6.923138E+00,  5.219368E-01,  5.124103E-02,  1.639713E+00,  1.639713E+00,  3.851883E+01,  1.154372E+01,  3.510618E-08,  1.222844E-04,  9.029007E-03,  3.549633E-01,  2.977463E-01,  3.472903E-01
153000,  1.248823E+03,  4.267504E+02,  4.573783E+01,  7.640242E+01,  6.859329E+00,  5.153722E-01,  5.059655E-02,  1.619090E+00,  1.619090E+00,  3.842403E+01,  1.145811E+01,  3.692931E-08,  1.262746E-04,  9.175134E-03,  3.317308E-01,  3.150901E-01,  3.531791E-01
154000,  1.239641E+03,  4.255023E+02,  4.451974E+01,  7.539772E+01,  6.696235E+00,  5.099547E-01,  5.006469E-02,  1.602070E+00,  1.602070E+00,  3.651144E+01,  1.134061E+01,  3.852379E-08,  1.255371E-04,  9.148299E-03,  3.104667E-01,  3.179432E-01,  3.715900E-01
155000,  1.222584E+03,  4.219655E+02,  4.352040E+01,  7.312925E+01,  6.600791E+00,  5.084248E-01,  4.991449E-02,  1.597264E+00,  1.597264E+00,  3.518314E+01,  1.109160E+01,  3.898958E-08,  1.234588E-04,  9.072258E-03,  3.185390E-01,  3.293240E-01,  3.521371E-01
156000,  1.225710E+03,  4.217933E+02,  4.337396E+01,  7.325641E+01,  6.581265E+00,  5.077758E-01,  4.985078E-02,  1.595225E+00,  1.595225E+00,  3.496102E+01,  1.111542E+01,  3.918926E-08,  1.233580E-04,  9.068555E-03,  3.672779E-01,  3.097630E-01,  3.229590E-01
157000,  1.225307E+03,  4.282632E+02,  4.459602E+01,  7.549613E+01,  6.664467E+00,  5.071011E-01,  4.978453E-02,  1.593105E+00,  1.593105E+00,  3.640048E+01,  1.128220E+01,  3.939827E-08,  1.271714E-04,  9.207658E-03,  3.686498E-01,  3.161934E-01,  3.151568E-01
158000,  1.206782E+03,  4.339403E+02,  4.437393E+01,  7.633915E+01,  6.544521E+00,  4.992190E-01,  4.901072E-02,  1.568343E+00,  1.568343E+00,  3.556735E+01,  1.125893E+01,  4.194603E-08,  1.305654E-04,  9.329717E-03,  3.705745E-01,  3.335605E-01,  2.958651E-01
159000,  1.216643E+03,  4.363407E+02,  4.541986E+01,  7.781674E+01,  6.661931E+00,  5.022898E-01,  4.931219E-02,  1.577990E+00,  1.577990E+00,  3.705882E+01,  1.141372E+01,  4.092962E-08,  1.320139E-04,  9.381324E-03,  3.584056E-01,  3.394067E-01,  3.021878E-01
160000,  1.200000E+03,  4.427836E+02,  4.726090E+01,  7.903557E+01,  6.831097E+00,  5.049132E-01,  4.956973E-02,  1.586231E+00,  1.586231E+00,  3.954013E+01,  1.142381E+01,  4.008563E-08,  1.359412E-04,  9.519847E-03,  3.304966E-01,  3.436054E-01,  3.258981E-01
161000,  1.176534E+03,  4.481630E+02,  4.754720E+01,  7.938435E+01,  6.789988E+00,  5.003613E-01,  4.912286E-02,  1.571931E+00,  1.571931E+00,  3.954026E+01,  1.133650E+01,  4.156431E-08,  1.392644E-04,  9.635503E-03,  3.129268E-01,  3.350370E-01,  3.520362E-01
162000,  1.120150E+03,  4.549553E+02,  4.817416E+01,  7.788827E+01,  6.776811E+00,  4.961300E-01,  4.870745E-02,  1.558638E+00,  1.558638E+00,  3.998391E+01,  1.095679E+01,  4.300049E-08,  1.435178E-04,  9.781539E-03,  3.317633E-01,  2.790865E-01,  3.891503E-01
163000,  1.063601E+03,  4.581942E+02,  4.642672E+01,  7.501295E+01,  6.484828E+00,  4.836059E-01,  4.747790E-02,  1.519293E+00,  1.519293E+00,  3.687330E+01,  1.047772E+01,  4.763091E-08,  1.455685E-04,  9.851174E-03,  3.344496E-01,  2.994886E-01,  3.660618E-01
164000,  1.075815E+03,  4.512436E+02,  4.396260E+01,  7.358991E+01,  6.235229E+00,  4.778459E-01,  4.691241E-02,  1.501197E+00,  1.501197E+00,  3.357232E+01,  1.043728E+01,  4.996937E-08,  1.411855E-04,  9.701736E-03,  3.264808E-01,  3.249746E-01,  3.485446E-01
165000,  1.115064E+03,  4.445047E+02,  4.410794E+01,  7.401353E+01,  6.350682E+00,  4.858914E-01,  4.770228E-02,  1.526473E+00,  1.526473E+00,  3.430700E+01,  1.065650E+01,  4.674106E-08,  1.370001E-04,  9.556851E-03,  2.823135E-01,  3.507798E-01,  3.669068E-01
166000,  1.118068E+03,  4.433630E+02,  4.445977E+01,  7.383214E+01,  6.417824E+00,  4.890816E-01,  4.801548E-02,  1.536495E+00,  1.536495E+00,  3.494625E+01,  1.065776E+01,  4.553339E-08,  1.362972E-04,  9.532304E-03,  2.901926E-01,  3.597224E-01,  3.500850E-01
167000,  1.144766E+03,  4.379077E+02,  4.313688E+01,  7.374633E+01,  6.304435E+00,  4.877519E-01,  4.788493E-02,  1.532318E+00,  1.532318E+00,  3.330738E+01,  1.077799E+01,  4.603196E-08,  1.329638E-04,  9.415016E-03,  3.147126E-01,  3.545126E-01,  3.307749E-01
168000,  1.172345E+03,  4.358387E+02,  4.390076E+01,  7.481104E+01,  6.446533E+00,  4.943874E-01,  4.853637E-02,  1.553164E+00,  1.553164E+00,  3.466122E+01,  1.098550E+01,  4.360997E-08,  1.317103E-04,  9.370533E-03,  3.149956E-01,  3.459474E-01,  3.390570E-01
169000,  1.182159E+03,  4.450314E+02,  4.682993E+01,  7.865308E+01,  6.734617E+00,  5.000671E-01,  4.909398E-02,  1.571007E+00,  1.571007E+00,  3.862620E+01,  1.131111E+01,  4.166219E-08,  1.373249E-04,  9.568174E-03,  3.201468E-01,  3.405444E-01,  3.393088E-01
170000,  1.174729E+03,  4.565396E+02,  4.866419E+01,  8.225327E+01,  6.821990E+00,  4.969166E-01,  4.878467E-02,  1.561109E+00,  1.561109E+00,  4.065988E+01,  1.153067E+01,  4.272887E-08,  1.445190E-04,  9.815601E-03,  3.245094E-01,  3.389715E-01,  3.365191E-01
171000,  1.147808E+03,  4.636567E+02,  4.856296E+01,  8.289357E+01,  6.703299E+00,  4.887797E-01,  4.798584E-02,  1.535547E+00,  1.535547E+00,  3.986937E+01,  1.144206E+01,  4.564599E-08,  1.490601E-04,  9.968620E-03,  3.207768E-01,  3.446780E-01,  3.345453E-01
172000,  1.117340E+03,  4.682111E+02,  4.885806E+01,  8.228622E+01,  6.678432E+00,  4.854937E-01,  4.766323E-02,  1.525223E+00,  1.525223E+00,  3.996284E+01,  1.124774E+01,  4.689440E-08,  1.520028E-04,  1.006654E-02,  2.993470E-01,  3.730631E-01,  3.275898E-01
173000,  1.099533E+03,  4.685834E+02,  4.784716E+01,  8.110371E+01,  6.535054E+00,  4.800631E-01,  4.713009E-02,  1.508163E+00,  1.508163E+00,  3.829578E+01,  1.107730E+01,  4.905261E-08,  1.522446E-04,  1.007454E-02,  2.879669E-01,  3.857585E-01,  3.262745E-01
174000,  1.107502E+03,  4.677431E+02,  4.764321E+01,  8.139878E+01,  6.518888E+00,  4.798994E-01,  4.711401E-02,  1.507648E+00,  1.507648E+00,  3.803821E+01,  1.113757E+01,  4.911955E-08,  1.516991E-04,  1.005648E-02,  2.994368E-01,  3.883332E-01,  3.122301E-01
175000,  1.106510E+03,  4.671506E+02,  4.819984E+01,  8.111994E+01,  6.603416E+00,  4.833069E-01,  4.744855E-02,  1.518354E+00,  1.518354E+00,  3.898161E+01,  1.111350E+01,  4.774887E-08,  1.513150E-04,  1.004374E-02,  2.997485E-01,  3.718155E-01,  3.284361E-01
176000,  1.100443E+03,  4.600766E+02,  4.624376E+01,  7.825034E+01,  6.432844E+00,  4.806773E-01,  4.719039E-02,  1.510092E+00,  1.510092E+00,  3.643357E+01,  1.088519E+01,  4.880236E-08,  1.467670E-04,  9.891646E-03,  3.274296E-01,  3.486635E-01,  3.239069E-01
177000,  1.130480E+03,  4.441121E+02,  4.351518E+01,  7.490426E+01,  6.270875E+00,  4.830421E-01,  4.742254E-02,  1.517521E+00,  1.517521E+00,  3.342063E+01,  1.079429E+01,  4.785369E-08,  1.367582E-04,  9.548410E-03,  3.339454E-01,  3.331630E-01,  3.328917E-01
178000,  1.146594E+03,  4.307861E+02,  4.256629E+01,  7.148116E+01,  6.323888E+00,  4.925251E-01,  4.835354E-02,  1.547313E+00,  1.547313E+00,  3.296822E+01,  1.061964E+01,  4.427328E-08,  1.286742E-04,  9.261901E-03,  3.362674E-01,  3.095755E-01,  3.541570E-01
179000,  1.168219E+03,  4.200611E+02,  4.155112E+01,  6.924809E+01,  6.330678E+00,  4.990408E-01,  4.899321E-02,  1.567783E+00,  1.567783E+00,  3.221651E+01,  1.055055E+01,  4.200598E-08,  1.223469E-04,  9.031314E-03,  3.191926E-01,  3.059787E-01,  3.748286E-01
180000,  1.233045E+03,  4.129041E+02,  4.141056E+01,  7.062132E+01,  6.418622E+00,  5.068313E-01,  4.975805E-02,  1.592258E+00,  1.592258E+00,  3.255356E+01,  1.094628E+01,  3.948221E-08,  1.182134E-04,  8.877439E-03,  3.250699E-01,  3.028347E-01,  3.720954E-01
181000,  1.274217E+03,  4.113641E+02,  4.280798E+01,  7.243604E+01,  6.660064E+00,  5.172413E-01,  5.078005E-02,  1.624961E+00,  1.624961E+00,  3.491795E+01,  1.126959E+01,  3.639843E-08,  1.173332E-04,  8.844328E-03,  3.124729E-01,  3.112252E-01,  3.763019E-01
182000,  1.267021E+03,  4.186096E+02,  4.440999E+01,  7.458660E+01,  6.789714E+00,  5.177121E-01,  5.082626E-02,  1.626440E+00,  1.626440E+00,  3.692987E+01,  1.140333E+01,  3.626620E-08,  1.215029E-04,  9.000107E-03,  2.868595E-01,  3.308681E-01,  3.822724E-01
183000,  1.255590E+03,  4.300344E+02,  4.665768E+01,  7.800327E+01,  6.943843E+00,  5.165538E-01,  5.071255E-02,  1.622802E+00,  1.622802E+00,  3.967973E+01,  1.160886E+01,  3.659260E-08,  1.282256E-04,  9.245740E-03,  2.751512E-01,  3.496472E-01,  3.752016E-01
184000,  1.205229E+03,  4.378552E+02,  4.664444E+01,  7.762271E+01,  6.817880E+00,  5.072553E-01,  4.979968E-02,  1.593590E+00,  1.593590E+00,  3.894886E+01,  1.134588E+01,  3.935037E-08,  1.329319E-04,  9.413886E-03,  2.884026E-01,  3.602569E-01,  3.513405E-01
185000,  1.160753E+03,  4.388498E+02,  4.561131E+01,  7.509828E+01,  6.651760E+00,  5.004693E-01,  4.913346E-02,  1.572271E+00,  1.572271E+00,  3.715819E+01,  1.095202E+01,  4.152842E-08,  1.335365E-04,  9.435271E-03,  3.049946E-01,  3.356707E-01,  3.593348E-01
186000,  1.150717E+03,  4.352057E+02,  4.401735E+01,  7.321772E+01,  6.473055E+00,  4.957635E-01,  4.867147E-02,  1.557487E+00,  1.557487E+00,  3.489626E+01,  1.076717E+01,  4.312778E-08,  1.313280E-04,  9.356922E-03,  3.310594E-01,  3.090502E-01,  3.598905E-01
